job_number,subject_of_procurement,procuring_entity,entity_code,attr_of_procurement,procurement_type,tender_awarding_type,tenderer_name,total_tender_awarding_value,amount_range,tender_awarding_date,start_end_date
3560200072,龍門電廠餘熱移除泵螺牙護套檢證技術服務案（龍門機字第017號）,台灣電力股份有限公司龍門核能發電廠,3.13.31.87,<勞務類>8676技術檢定與分析服務,限制性招標(未經公開評選或公開徵求),最低標,行政院原子能委員會核能研究所,880000,未達公告金額,1/28/2014 0:00:00,103/03/01－104/02/28
4750300001,69kV苗栗~苗高#25等鐵塔重鍍鋅及新購材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,1352502,公告金額以上未達查核金額,1/15/2014 0:00:00,103/01/16－103/03/06
80300008,600VPVC接戶電纜,台灣電力股份有限公司,3.13.31,"<財物類>463絕緣電線,電纜及光纖電纜",選擇性招標(建立合格廠商名單後續邀標),最低標,大亞電線電纜股份有限公司,22000000,公告金額以上未達查核金額,2/17/2014 0:00:00,103/02/17－104/02/16
4750300004,161KV卓蘭~峨眉山海線#1等鐵塔防墜裝置乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,8980000,公告金額以上未達查核金額,1/24/2014 0:00:00,103/01/25－103/03/25
4700200121,345KV鐵塔DD等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,8558059,公告金額以上未達查核金額,1/3/2014 0:00:00,103/01/06－103/03/04
1050200049,交連PE電纜乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,華光電線電纜股份有限公司,2515200,公告金額以上未達查核金額,1/3/2014 0:00:00,103/01/03－103/04/02
4700200122,69KV鐵柱乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,2950909,公告金額以上未達查核金額,1/6/2014 0:00:00,103/01/06－103/03/07
1060370002,彰化區營業處103年乙工區配電外線工程,台灣電力股份有限公司彰化區營業處,3.13.31.13,<工程類>5164電力工程,公開招標,最低標,峰連工程股份有限公司,120168000,查核金額以上未達巨額,2/18/2014 0:00:00,103/03/05－104/03/04
3500300023,電磁閥,台灣電力股份有限公司第一核能發電廠,3.13.31.81,<財物類>469其他電力設備及零件,限制性招標(經公開評選或公開徵求),最低標,巨路國際股份有限公司,201650,未達公告金額,2/25/2014 0:00:00,103/02/26－103/06/25
tpc-00905-2011S-103003,進口煤海上運輸印尼及澳洲地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,88307604,巨額,1/20/2014 0:00:00,103/01/20－103/04/14
tpc-00905-2011S-103003,進口煤海上運輸印尼及澳洲地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,BIT MARITIME LIMITED ( 海瀧 ),88307604,巨額,1/20/2014 0:00:00,103/01/20－103/04/04
tpc-00905-2011S-103003,進口煤海上運輸印尼及澳洲地區計5航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",88307604,巨額,1/20/2014 0:00:00,103/01/20－103/04/14
4700300002,345KV鐵塔DD等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,8902172,公告金額以上未達查核金額,1/20/2014 0:00:00,103/01/20－103/03/11
tpc-00905-2011S-103004,進口煤海上運輸印尼及澳洲地區計4航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,TRANSBEST LIMITED（黃海）,115995054,巨額,1/24/2014 0:00:00,103/01/24－103/04/16
1170370001,103年甲工區配電外線工程,台灣電力股份有限公司台北西區營業處,3.13.31.5,<工程類>5164電力工程,公開招標,最低標,國盛電氣工程有限公司,74500000,查核金額以上未達巨額,1/10/2014 0:00:00,103/01/11－104/01/25
4750300011,69KV松樹~平鎮線#57遷建工程用鐵塔構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,294000,未達公告金額,2/20/2014 0:00:00,103/02/21－103/03/22
A1100000004-1,變更設計100年乙工區配電外線工程,台灣電力股份有限公司屏東區營業處,3.13.31.24,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,精興電氣工程企業有限公司,7800805,公告金額以上未達查核金額,1/21/2014 0:00:00,100/05/20－101/05/19
1100271023,103年乙工區低壓導線失竊復舊及接戶線維護工作,台灣電力股份有限公司屏東區營業處,3.13.31.24,<勞務類>97其他服務,公開招標,最低標,昇傳工程股份有限公司,3860000,公告金額以上未達查核金額,1/7/2014 0:00:00,103/01/22－104/01/22
M3410210266,鋼索橡膠輸送帶乙批,台灣電力股份有限公司興達發電廠,3.13.31.40,<財物類>362其他橡膠產品,公開招標,最低標,三五橡膠廠股份有限公司,8610000,公告金額以上未達查核金額,2/13/2014 0:00:00,103/02/14－103/03/15
80300001,電力保險絲座,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,傑克電機股份有限公司,49374000,查核金額以上未達巨額,2/12/2014 0:00:00,103/02/12－105/02/11
A1100000030-1,台27線仙公廟~烏龍管路埋設工程,台灣電力股份有限公司屏東區營業處,3.13.31.24,<工程類>5164電力工程,限制性招標(未經公開評選或公開徵求),最低標,一功營造股份有限公司,33180,未達公告金額,1/24/2014 0:00:00,103/01/24－103/03/31
3200100040-1,林口發電廠進口煤炭卸貨、倉儲及裝卡車工作,台灣電力股份有限公司林口發電廠,3.13.31.43,<勞務類>72水上運輸服務,限制性招標(未經公開評選或公開徵求),最低標,嘉北國際股份有限公司,284114000,巨額,9/26/2013 0:00:00,102/09/27－103/08/31
4700273048,345KV核一-汐止白線#46鐵塔包建升高工程,台灣電力股份有限公司台北供電區營運處,3.13.31.90,<工程類>5164電力工程,公開招標,最低標,力鋼工業股份有限公司,9606308,公告金額以上未達查核金額,1/28/2014 0:00:00,103/01/28－103/06/30
4700200116,防震器乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,選擇性招標(建立合格廠商名單後續邀標),最低標,鴻輝精機廠有限公司,2112000,公告金額以上未達查核金額,1/8/2014 0:00:00,103/01/09－103/03/09
4900200089,69KV鐵塔防墜裝置等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,398000,未達公告金額,12/24/2013 0:00:00,102/12/24－103/02/25
80200121,161kV並聯電抗器壹批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,大同股份有限公司,170500000,巨額,2/24/2014 0:00:00,103/02/24－104/03/31
80200121,161kV並聯電抗器壹批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,長興電機股份有限公司,170500000,巨額,2/24/2014 0:00:00,103/02/24－104/06/30
4750200131,103年度新竹段轄區線路及電廠電源線直昇機活線礙子清洗工作,台灣電力股份有限公司新桃供電區營運處,3.13.31.92,<勞務類>73空運服務,公開招標,最低標,凌天航空股份有限公司,14768714,查核金額以上未達巨額,1/15/2014 0:00:00,103/01/15－103/12/31
4800300007,161kV鐵塔防墜裝置NB2鐵塔塔身14M工式等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,144741,未達公告金額,2/25/2014 0:00:00,103/02/25－103/03/17
80220087,議購明潭發電廠遙測遙控及資料收集系統更新設備附帶安裝乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,台灣艾斯敦股份有限公司,162688180,巨額,12/27/2013 0:00:00,102/12/27－104/08/11
80220080,議購連續式煤輪卸煤機專用配件乙批,台灣電力股份有限公司,3.13.31,<財物類>469其他電力設備及零件,限制性招標(未經公開評選或公開徵求),最低標,慶嶸實業股份有限公司,52922000,查核金額以上未達巨額,1/17/2014 0:00:00,103/01/17－103/09/20
80300003,壓接端子壹批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,鴻輝精機廠有限公司,45097000,查核金額以上未達巨額,1/24/2014 0:00:00,103/01/24－105/01/31
4750200147,69kV觀音~草漯#18~20等鐵塔重鍍鋅及新製構件乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,750000,未達公告金額,1/8/2014 0:00:00,103/01/09－103/03/29
4700300003,69KV鐵柱一般加工乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,4434209,公告金額以上未達查核金額,1/22/2014 0:00:00,103/01/22－103/05/02
4700300011,防墜裝置等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,台灣鐵塔股份有限公司,411760,未達公告金額,2/13/2014 0:00:00,103/02/13－103/03/25
1040370003,新竹區營業處103年丙工區配電外線工程,台灣電力股份有限公司新竹區營業處,3.13.31.8,<工程類>5164電力工程,公開招標,最低標,統鑫開發實業股份有限公司,79388888,查核金額以上未達巨額,1/3/2014 0:00:00,103/01/03－104/01/02
S00905103002,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",169331184,巨額,1/28/2014 0:00:00,103/04/01－103/10/31
S00905103002,進口煤海上運輸短期契約,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,"KAWASAKI KISEN KAISHA, LTD.(台灣川崎)",169331184,巨額,1/28/2014 0:00:00,103/04/01－103/10/31
170270001,國家會展中心(南港展覽館擴建)雜項建築工程,台灣電力股份有限公司,3.13.31,<工程類>5179其他裝修工程,公開招標,最低標,安倉營造股份有限公司,328500000,巨額,1/10/2014 0:00:00,103/01/10－104/09/30
80200128,103年度電表零件,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,24130000,公告金額以上未達查核金額,1/24/2014 0:00:00,103/01/24－103/12/31
80200128,103年度電表零件,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,限制性招標(未經公開評選或公開徵求),最低標,中興電工機械股份有限公司,24130000,公告金額以上未達查核金額,1/24/2014 0:00:00,103/01/24－103/12/31
4750300013,69KV松樹~平鎮線#87鐵柱柱身單邊橫擔重鍍鋅改造材料乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,756000,未達公告金額,2/25/2014 0:00:00,103/02/26－103/03/27
4750300014,69KV霄南~油通#23~#25鐵柱柱身重鍍鋅乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,246000,未達公告金額,2/25/2014 0:00:00,103/02/26－103/04/26
tpc-00905-2011S-103002,進口煤海上運輸印尼及澳洲地區計4航次,台灣電力股份有限公司,3.13.31,<勞務類>72水上運輸服務,選擇性招標(建立合格廠商名單後續邀標),最低標,日商日本郵船股份有限公司台北分公司,35046220,巨額,1/16/2014 0:00:00,103/01/16－103/03/27
4750300021,69KV銅中~銅鑼#29及苗栗~南苗#7~#9鐵塔重鍍鋅改造等乙批,台灣電力股份有限公司,3.13.31,<財物類>462電力傳輸、控制設備及其零件,選擇性招標(建立合格廠商名單後續邀標),最低標,力鋼工業股份有限公司,3878567,公告金額以上未達查核金額,4/15/2014 0:00:00,103/04/16－103/06/14
100306001,龍門核能發電廠核子責任保險,台灣電力股份有限公司,3.13.31,<勞務類>812保險(包括再保險)及退休基金服務，不包括強制性社會安全服務,公開招標,最低標,兆豐產物保險股份有限公司,23524212,巨額,4/8/2014 0:00:00,103/04/23－104/04/23
3710300063,堆取煤機鋼索輸送膠帶維護檢修工作,台灣電力股份有限公司台中發電廠,3.13.31.45,<勞務類>886附帶於金屬產品、機械及設備維修之服務,公開招標,最低標,三五橡膠廠股份有限公司,9150000,查核金額以上未達巨額,4/9/2014 0:00:00,103/04/14－104/12/31
3400300003,#3-6機壓力開關及電磁閥共一批,台灣電力股份有限公司大林發電廠,3.13.31.48,<財物類>462電力傳輸、控制設備及其零件,公開取得報價單或企劃書,最低標,巨路國際股份有限公司,461000,未達公告金額,3/21/2014 0:00:00,103/03/22－103/06/19
